2025-08-08 18:51:59 | INFO | __main__:main:264 | 🏗️ Real Estate Investment Data Ingestion Pipeline
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:38 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (10, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:38.745553', '2025-08-08 15:28:38.745561')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:38 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (10, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:38.745553', '2025-08-08 15:28:38.745561')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:38 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 10: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (10, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:38.745553', '2025-08-08 15:28:38.745561')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:38 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (11, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:38.830737', '2025-08-08 15:28:38.830742')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:38 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (11, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:38.830737', '2025-08-08 15:28:38.830742')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:38 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 11: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (11, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:38.830737', '2025-08-08 15:28:38.830742')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:38 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (12, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:38.922377', '2025-08-08 15:28:38.922382')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:38 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (12, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:38.922377', '2025-08-08 15:28:38.922382')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:38 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 12: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (12, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:38.922377', '2025-08-08 15:28:38.922382')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (13, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.012686', '2025-08-08 15:28:39.012691')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (13, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.012686', '2025-08-08 15:28:39.012691')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 13: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (13, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.012686', '2025-08-08 15:28:39.012691')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (14, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.146611', '2025-08-08 15:28:39.146615')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (14, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.146611', '2025-08-08 15:28:39.146615')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 14: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (14, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.146611', '2025-08-08 15:28:39.146615')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (15, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.244027', '2025-08-08 15:28:39.244031')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (15, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.244027', '2025-08-08 15:28:39.244031')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 15: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (15, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.244027', '2025-08-08 15:28:39.244031')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (16, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.335504', '2025-08-08 15:28:39.335509')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (16, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.335504', '2025-08-08 15:28:39.335509')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 16: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (16, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.335504', '2025-08-08 15:28:39.335509')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (17, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.425426', '2025-08-08 15:28:39.425431')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (17, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.425426', '2025-08-08 15:28:39.425431')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 17: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (17, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.425426', '2025-08-08 15:28:39.425431')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (18, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.546979', '2025-08-08 15:28:39.546989')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (18, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.546979', '2025-08-08 15:28:39.546989')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 18: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (18, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.546979', '2025-08-08 15:28:39.546989')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:_save_prediction:423 | ❌ Failed to save prediction: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (19, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.685208', '2025-08-08 15:28:39.685217')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:predict_deal_score:355 | Error predicting deal score: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
[SQL: INSERT INTO ml_scores (property_id, model_name, model_version, deal_score, risk_score, yield_prediction, price_prediction, feature_importance, confidence_score, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: (19, 'deal_scorer', '20250808', 80.0, None, None, None, {'noi': np.float64(0.8214755649341524), 'cash_on_cash': np.float64(0.17817728914491082), 'bathrooms': np.float64(0.00019816720109876607), 'year_built' ... (63 characters truncated) ...  'sqft': np.float64(0.0), 'bedrooms': np.float64(0.0), 'lot_size': np.float64(0.0), 'cap_rate': np.float64(0.0), 'monthly_cash_flow': np.float64(0.0)}, 0.7, '2025-08-08 15:28:39.685208', '2025-08-08 15:28:39.685217')]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-08-08 20:58:39 | ERROR | ml_models.deal_scorer:score_all_properties:477 | Error scoring property 19: (sqlite3.ProgrammingError) Error binding parameter 8: type 'dict' is not supported
